system:index,elevation,.geo
7151,3287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64041666669601,39.45041666667488]}"
7152,3280,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63958333336268,39.45041666667488]}"
7153,3280,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63875000002935,39.45041666667488]}"
7154,3282,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63791666669601,39.45041666667488]}"
7155,3279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63708333336268,39.45041666667488]}"
7156,3258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63625000002935,39.45041666667488]}"
7157,3238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63541666669602,39.45041666667488]}"
7158,3222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63458333336268,39.45041666667488]}"
7159,3209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63375000002935,39.45041666667488]}"
7160,3206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63291666669602,39.45041666667488]}"
7161,3210,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63208333336269,39.45041666667488]}"
7162,3208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63125000002935,39.45041666667488]}"
7163,3216,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63041666669602,39.45041666667488]}"
7164,3236,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62958333336269,39.45041666667488]}"
7165,3250,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62875000002934,39.45041666667488]}"
7166,3265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62791666669601,39.45041666667488]}"
7167,3277,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62708333336268,39.45041666667488]}"
7168,3287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62625000002934,39.45041666667488]}"
7169,3293,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62541666669601,39.45041666667488]}"
7170,3299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62458333336268,39.45041666667488]}"
7171,3300,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62375000002935,39.45041666667488]}"
7172,3300,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62291666669601,39.45041666667488]}"
7173,3305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62208333336268,39.45041666667488]}"
7174,3319,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62125000002935,39.45041666667488]}"
7175,3339,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62041666669602,39.45041666667488]}"
7176,3363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61958333336268,39.45041666667488]}"
7177,3385,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61875000002935,39.45041666667488]}"
7178,3402,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61791666669602,39.45041666667488]}"
7179,3419,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61708333336269,39.45041666667488]}"
7180,3438,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61625000002935,39.45041666667488]}"
7181,3476,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61541666669602,39.45041666667488]}"
7182,3514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61458333336269,39.45041666667488]}"
7183,3538,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61375000002936,39.45041666667488]}"
7184,3566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61291666669602,39.45041666667488]}"
7185,3587,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61208333336269,39.45041666667488]}"
7186,3605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61125000002936,39.45041666667488]}"
7187,3606,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61041666669603,39.45041666667488]}"
7188,3579,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60958333336269,39.45041666667488]}"
7189,3561,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60875000002936,39.45041666667488]}"
7190,3553,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60791666669603,39.45041666667488]}"
7191,3561,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6070833333627,39.45041666667488]}"
7192,3581,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60625000002936,39.45041666667488]}"
7193,3631,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60541666669603,39.45041666667488]}"
7194,3694,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6045833333627,39.45041666667488]}"
7195,3736,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60375000002936,39.45041666667488]}"
7196,3768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60291666669603,39.45041666667488]}"
7197,3804,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6020833333627,39.45041666667488]}"
7198,3837,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60125000002937,39.45041666667488]}"
7199,3871,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60041666669602,39.45041666667488]}"
7200,2937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69958333336265,39.44958333334155]}"
7201,2952,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69875000002932,39.44958333334155]}"
7202,2983,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69791666669599,39.44958333334155]}"
7203,3019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69708333336266,39.44958333334155]}"
7204,3048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69625000002932,39.44958333334155]}"
7205,3060,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69541666669599,39.44958333334155]}"
7206,3064,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69458333336266,39.44958333334155]}"
7207,3057,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69375000002933,39.44958333334155]}"
7208,3040,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.692916666696,39.44958333334155]}"
7209,3021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69208333336266,39.44958333334155]}"
7210,3013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69125000002933,39.44958333334155]}"
7211,3008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.690416666696,39.44958333334155]}"
7212,3021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68958333336266,39.44958333334155]}"
7213,3038,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68875000002933,39.44958333334155]}"
7214,3062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.687916666696,39.44958333334155]}"
7215,3086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68708333336266,39.44958333334155]}"
7216,3116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68625000002933,39.44958333334155]}"
7217,3143,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.685416666696,39.44958333334155]}"
7218,3171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68458333336265,39.44958333334155]}"
7219,3200,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68375000002932,39.44958333334155]}"
7220,3223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68291666669599,39.44958333334155]}"
7221,3242,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68208333336266,39.44958333334155]}"
7222,3258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68125000002932,39.44958333334155]}"
7223,3273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68041666669599,39.44958333334155]}"
7224,3287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67958333336266,39.44958333334155]}"
7225,3305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67875000002932,39.44958333334155]}"
7226,3322,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67791666669599,39.44958333334155]}"
7227,3336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67708333336266,39.44958333334155]}"
7228,3344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67625000002933,39.44958333334155]}"
7229,3337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.675416666696,39.44958333334155]}"
7230,3322,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67458333336266,39.44958333334155]}"
7231,3315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67375000002933,39.44958333334155]}"
7232,3312,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.672916666696,39.44958333334155]}"
7233,3294,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67208333336266,39.44958333334155]}"
7234,3277,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67125000002933,39.44958333334155]}"
7235,3265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.670416666696,39.44958333334155]}"
7236,3258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66958333336267,39.44958333334155]}"
7237,3263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66875000002933,39.44958333334155]}"
7238,3275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.667916666696,39.44958333334155]}"
7239,3281,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66708333336267,39.44958333334155]}"
7240,3265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66625000002934,39.44958333334155]}"
7241,3240,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.665416666696,39.44958333334155]}"
7242,3222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66458333336267,39.44958333334155]}"
7243,3213,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66375000002934,39.44958333334155]}"
7244,3200,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.662916666696,39.44958333334155]}"
7245,3201,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66208333336267,39.44958333334155]}"
7246,3204,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66125000002934,39.44958333334155]}"
7247,3186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66041666669601,39.44958333334155]}"
7248,3151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65958333336268,39.44958333334155]}"
7249,3145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65875000002934,39.44958333334155]}"
7250,3158,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65791666669601,39.44958333334155]}"
7251,3182,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65708333336268,39.44958333334155]}"
7252,3201,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65625000002933,39.44958333334155]}"
7253,3222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.655416666696,39.44958333334155]}"
7254,3232,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65458333336267,39.44958333334155]}"
7255,3216,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65375000002933,39.44958333334155]}"
7256,3182,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.652916666696,39.44958333334155]}"
7257,3151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65208333336267,39.44958333334155]}"
7258,3125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65125000002934,39.44958333334155]}"
7259,3106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.650416666696,39.44958333334155]}"
7260,3114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64958333336267,39.44958333334155]}"
7261,3143,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64875000002934,39.44958333334155]}"
7262,3172,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.647916666696,39.44958333334155]}"
7263,3184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64708333336267,39.44958333334155]}"
7264,3180,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64625000002934,39.44958333334155]}"
7265,3173,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64541666669601,39.44958333334155]}"
7266,3181,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64458333336268,39.44958333334155]}"
7267,3193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64375000002934,39.44958333334155]}"
7268,3211,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64291666669601,39.44958333334155]}"
7269,3234,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64208333336268,39.44958333334155]}"
7270,3253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64125000002934,39.44958333334155]}"
7271,3254,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64041666669601,39.44958333334155]}"
7272,3248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63958333336268,39.44958333334155]}"
7273,3247,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63875000002935,39.44958333334155]}"
7274,3249,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63791666669601,39.44958333334155]}"
7275,3246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63708333336268,39.44958333334155]}"
7276,3231,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63625000002935,39.44958333334155]}"
7277,3209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63541666669602,39.44958333334155]}"
7278,3198,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63458333336268,39.44958333334155]}"
7279,3194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63375000002935,39.44958333334155]}"
7280,3196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63291666669602,39.44958333334155]}"
7281,3193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63208333336269,39.44958333334155]}"
7282,3195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63125000002935,39.44958333334155]}"
7283,3200,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63041666669602,39.44958333334155]}"
7284,3209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62958333336269,39.44958333334155]}"
7285,3224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62875000002934,39.44958333334155]}"
7286,3239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62791666669601,39.44958333334155]}"
7287,3248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62708333336268,39.44958333334155]}"
7288,3257,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62625000002934,39.44958333334155]}"
7289,3262,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62541666669601,39.44958333334155]}"
7290,3271,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62458333336268,39.44958333334155]}"
7291,3287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62375000002935,39.44958333334155]}"
7292,3293,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62291666669601,39.44958333334155]}"
7293,3301,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62208333336268,39.44958333334155]}"
7294,3316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62125000002935,39.44958333334155]}"
7295,3339,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62041666669602,39.44958333334155]}"
7296,3359,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61958333336268,39.44958333334155]}"
7297,3382,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61875000002935,39.44958333334155]}"
7298,3403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61791666669602,39.44958333334155]}"
7299,3423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61708333336269,39.44958333334155]}"
7300,3445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61625000002935,39.44958333334155]}"
7301,3474,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61541666669602,39.44958333334155]}"
7302,3499,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61458333336269,39.44958333334155]}"
7303,3520,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61375000002936,39.44958333334155]}"
7304,3546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61291666669602,39.44958333334155]}"
7305,3572,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61208333336269,39.44958333334155]}"
7306,3590,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61125000002936,39.44958333334155]}"
7307,3581,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61041666669603,39.44958333334155]}"
7308,3547,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60958333336269,39.44958333334155]}"
