system:index,elevation,.geo
6892,3264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65625000002933,39.45208333334155]}"
6893,3269,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.655416666696,39.45208333334155]}"
6894,3277,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65458333336267,39.45208333334155]}"
6895,3269,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65375000002933,39.45208333334155]}"
6896,3244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.652916666696,39.45208333334155]}"
6897,3210,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65208333336267,39.45208333334155]}"
6898,3178,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65125000002934,39.45208333334155]}"
6899,3147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.650416666696,39.45208333334155]}"
6900,3151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64958333336267,39.45208333334155]}"
6901,3177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64875000002934,39.45208333334155]}"
6902,3208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.647916666696,39.45208333334155]}"
6903,3238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64708333336267,39.45208333334155]}"
6904,3251,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64625000002934,39.45208333334155]}"
6905,3255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64541666669601,39.45208333334155]}"
6906,3270,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64458333336268,39.45208333334155]}"
6907,3297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64375000002934,39.45208333334155]}"
6908,3321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64291666669601,39.45208333334155]}"
6909,3339,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64208333336268,39.45208333334155]}"
6910,3355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64125000002934,39.45208333334155]}"
6911,3356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64041666669601,39.45208333334155]}"
6912,3345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63958333336268,39.45208333334155]}"
6913,3336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63875000002935,39.45208333334155]}"
6914,3324,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63791666669601,39.45208333334155]}"
6915,3311,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63708333336268,39.45208333334155]}"
6916,3296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63625000002935,39.45208333334155]}"
6917,3272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63541666669602,39.45208333334155]}"
6918,3245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63458333336268,39.45208333334155]}"
6919,3234,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63375000002935,39.45208333334155]}"
6920,3237,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63291666669602,39.45208333334155]}"
6921,3240,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63208333336269,39.45208333334155]}"
6922,3237,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63125000002935,39.45208333334155]}"
6923,3242,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63041666669602,39.45208333334155]}"
6924,3270,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62958333336269,39.45208333334155]}"
6925,3301,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62875000002934,39.45208333334155]}"
6926,3327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62791666669601,39.45208333334155]}"
6927,3348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62708333336268,39.45208333334155]}"
6928,3360,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62625000002934,39.45208333334155]}"
6929,3364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62541666669601,39.45208333334155]}"
6930,3365,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62458333336268,39.45208333334155]}"
6931,3377,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62375000002935,39.45208333334155]}"
6932,3394,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62291666669601,39.45208333334155]}"
6933,3400,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62208333336268,39.45208333334155]}"
6934,3401,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62125000002935,39.45208333334155]}"
6935,3396,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62041666669602,39.45208333334155]}"
6936,3398,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61958333336268,39.45208333334155]}"
6937,3417,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61875000002935,39.45208333334155]}"
6938,3442,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61791666669602,39.45208333334155]}"
6939,3456,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61708333336269,39.45208333334155]}"
6940,3470,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61625000002935,39.45208333334155]}"
6941,3485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61541666669602,39.45208333334155]}"
6942,3518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61458333336269,39.45208333334155]}"
6943,3560,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61375000002936,39.45208333334155]}"
6944,3605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61291666669602,39.45208333334155]}"
6945,3634,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61208333336269,39.45208333334155]}"
6946,3654,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61125000002936,39.45208333334155]}"
6947,3665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61041666669603,39.45208333334155]}"
6948,3671,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60958333336269,39.45208333334155]}"
6949,3667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60875000002936,39.45208333334155]}"
6950,3661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60791666669603,39.45208333334155]}"
6951,3674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6070833333627,39.45208333334155]}"
6952,3690,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60625000002936,39.45208333334155]}"
6953,3696,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60541666669603,39.45208333334155]}"
6954,3685,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6045833333627,39.45208333334155]}"
6955,3686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60375000002936,39.45208333334155]}"
6956,3725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60291666669603,39.45208333334155]}"
6957,3762,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6020833333627,39.45208333334155]}"
6958,3798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60125000002937,39.45208333334155]}"
6959,3835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60041666669602,39.45208333334155]}"
6960,2998,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69958333336265,39.451250000008216]}"
6961,3007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69875000002932,39.451250000008216]}"
6962,3009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69791666669599,39.451250000008216]}"
6963,3003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69708333336266,39.451250000008216]}"
6964,2994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69625000002932,39.451250000008216]}"
6965,2983,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69541666669599,39.451250000008216]}"
6966,2974,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69458333336266,39.451250000008216]}"
6967,2968,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69375000002933,39.451250000008216]}"
6968,2961,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.692916666696,39.451250000008216]}"
6969,2971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69208333336266,39.451250000008216]}"
6970,3003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69125000002933,39.451250000008216]}"
6971,3037,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.690416666696,39.451250000008216]}"
6972,3065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68958333336266,39.451250000008216]}"
6973,3091,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68875000002933,39.451250000008216]}"
6974,3118,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.687916666696,39.451250000008216]}"
6975,3147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68708333336266,39.451250000008216]}"
6976,3175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68625000002933,39.451250000008216]}"
6977,3210,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.685416666696,39.451250000008216]}"
6978,3241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68458333336265,39.451250000008216]}"
6979,3270,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68375000002932,39.451250000008216]}"
6980,3290,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68291666669599,39.451250000008216]}"
6981,3306,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68208333336266,39.451250000008216]}"
6982,3317,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68125000002932,39.451250000008216]}"
6983,3326,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68041666669599,39.451250000008216]}"
6984,3339,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67958333336266,39.451250000008216]}"
6985,3348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67875000002932,39.451250000008216]}"
6986,3358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67791666669599,39.451250000008216]}"
6987,3366,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67708333336266,39.451250000008216]}"
6988,3368,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67625000002933,39.451250000008216]}"
6989,3374,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.675416666696,39.451250000008216]}"
6990,3379,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67458333336266,39.451250000008216]}"
6991,3379,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67375000002933,39.451250000008216]}"
6992,3380,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.672916666696,39.451250000008216]}"
6993,3368,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67208333336266,39.451250000008216]}"
6994,3359,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67125000002933,39.451250000008216]}"
6995,3350,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.670416666696,39.451250000008216]}"
6996,3342,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66958333336267,39.451250000008216]}"
6997,3332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66875000002933,39.451250000008216]}"
6998,3332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.667916666696,39.451250000008216]}"
6999,3327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66708333336267,39.451250000008216]}"
7000,3321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66625000002934,39.451250000008216]}"
7001,3308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.665416666696,39.451250000008216]}"
7002,3292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66458333336267,39.451250000008216]}"
7003,3266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66375000002934,39.451250000008216]}"
7004,3255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.662916666696,39.451250000008216]}"
7005,3252,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66208333336267,39.451250000008216]}"
7006,3232,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66125000002934,39.451250000008216]}"
7007,3212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66041666669601,39.451250000008216]}"
7008,3212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65958333336268,39.451250000008216]}"
7009,3219,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65875000002934,39.451250000008216]}"
7010,3221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65791666669601,39.451250000008216]}"
7011,3224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65708333336268,39.451250000008216]}"
7012,3234,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65625000002933,39.451250000008216]}"
7013,3247,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.655416666696,39.451250000008216]}"
7014,3258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65458333336267,39.451250000008216]}"
7015,3247,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65375000002933,39.451250000008216]}"
7016,3226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.652916666696,39.451250000008216]}"
7017,3200,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65208333336267,39.451250000008216]}"
7018,3163,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65125000002934,39.451250000008216]}"
7019,3137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.650416666696,39.451250000008216]}"
7020,3145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64958333336267,39.451250000008216]}"
7021,3172,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64875000002934,39.451250000008216]}"
7022,3202,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.647916666696,39.451250000008216]}"
7023,3224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64708333336267,39.451250000008216]}"
7024,3229,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64625000002934,39.451250000008216]}"
7025,3226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64541666669601,39.451250000008216]}"
7026,3234,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64458333336268,39.451250000008216]}"
7027,3255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64375000002934,39.451250000008216]}"
7028,3282,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64291666669601,39.451250000008216]}"
7029,3305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64208333336268,39.451250000008216]}"
7030,3321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64125000002934,39.451250000008216]}"
7031,3321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64041666669601,39.451250000008216]}"
7032,3313,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63958333336268,39.451250000008216]}"
7033,3310,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63875000002935,39.451250000008216]}"
7034,3310,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63791666669601,39.451250000008216]}"
7035,3300,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63708333336268,39.451250000008216]}"
7036,3279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63625000002935,39.451250000008216]}"
7037,3254,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63541666669602,39.451250000008216]}"
7038,3239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63458333336268,39.451250000008216]}"
7039,3222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63375000002935,39.451250000008216]}"
7040,3222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63291666669602,39.451250000008216]}"
7041,3226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63208333336269,39.451250000008216]}"
7042,3223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63125000002935,39.451250000008216]}"
7043,3235,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63041666669602,39.451250000008216]}"
7044,3260,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62958333336269,39.451250000008216]}"
7045,3284,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62875000002934,39.451250000008216]}"
7046,3300,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62791666669601,39.451250000008216]}"
7047,3311,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62708333336268,39.451250000008216]}"
7048,3319,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62625000002934,39.451250000008216]}"
7049,3328,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62541666669601,39.451250000008216]}"
7050,3333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62458333336268,39.451250000008216]}"
7051,3340,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62375000002935,39.451250000008216]}"
7052,3345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62291666669601,39.451250000008216]}"
7053,3341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62208333336268,39.451250000008216]}"
7054,3347,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62125000002935,39.451250000008216]}"
7055,3364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62041666669602,39.451250000008216]}"
7056,3377,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61958333336268,39.451250000008216]}"
7057,3394,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61875000002935,39.451250000008216]}"
7058,3414,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61791666669602,39.451250000008216]}"
7059,3430,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61708333336269,39.451250000008216]}"
7060,3448,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61625000002935,39.451250000008216]}"
7061,3479,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61541666669602,39.451250000008216]}"
7062,3523,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61458333336269,39.451250000008216]}"
7063,3559,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61375000002936,39.451250000008216]}"
7064,3585,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61291666669602,39.451250000008216]}"
7065,3609,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61208333336269,39.451250000008216]}"
7066,3628,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61125000002936,39.451250000008216]}"
7067,3640,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61041666669603,39.451250000008216]}"
7068,3628,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60958333336269,39.451250000008216]}"
7069,3607,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60875000002936,39.451250000008216]}"
7070,3599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60791666669603,39.451250000008216]}"
7071,3609,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6070833333627,39.451250000008216]}"
7072,3637,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60625000002936,39.451250000008216]}"
7073,3668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60541666669603,39.451250000008216]}"
7074,3705,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6045833333627,39.451250000008216]}"
7075,3737,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60375000002936,39.451250000008216]}"
7076,3771,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60291666669603,39.451250000008216]}"
7077,3804,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6020833333627,39.451250000008216]}"
7078,3840,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60125000002937,39.451250000008216]}"
7079,3879,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60041666669602,39.451250000008216]}"
7080,2965,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69958333336265,39.45041666667488]}"
7081,2995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69875000002932,39.45041666667488]}"
7082,3020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69791666669599,39.45041666667488]}"
7083,3033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69708333336266,39.45041666667488]}"
7084,3033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69625000002932,39.45041666667488]}"
7085,3030,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69541666669599,39.45041666667488]}"
7086,3022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69458333336266,39.45041666667488]}"
7087,3012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69375000002933,39.45041666667488]}"
7088,3000,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.692916666696,39.45041666667488]}"
7089,2987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69208333336266,39.45041666667488]}"
7090,2988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69125000002933,39.45041666667488]}"
7091,3009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.690416666696,39.45041666667488]}"
7092,3036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68958333336266,39.45041666667488]}"
7093,3060,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68875000002933,39.45041666667488]}"
7094,3088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.687916666696,39.45041666667488]}"
7095,3113,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68708333336266,39.45041666667488]}"
7096,3142,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68625000002933,39.45041666667488]}"
7097,3177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.685416666696,39.45041666667488]}"
7098,3210,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68458333336265,39.45041666667488]}"
7099,3237,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68375000002932,39.45041666667488]}"
7100,3262,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68291666669599,39.45041666667488]}"
7101,3277,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68208333336266,39.45041666667488]}"
7102,3292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68125000002932,39.45041666667488]}"
7103,3307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68041666669599,39.45041666667488]}"
7104,3319,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67958333336266,39.45041666667488]}"
7105,3334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67875000002932,39.45041666667488]}"
7106,3350,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67791666669599,39.45041666667488]}"
7107,3364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67708333336266,39.45041666667488]}"
7108,3371,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67625000002933,39.45041666667488]}"
7109,3373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.675416666696,39.45041666667488]}"
7110,3365,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67458333336266,39.45041666667488]}"
7111,3357,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67375000002933,39.45041666667488]}"
7112,3347,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.672916666696,39.45041666667488]}"
7113,3341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67208333336266,39.45041666667488]}"
7114,3326,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67125000002933,39.45041666667488]}"
7115,3315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.670416666696,39.45041666667488]}"
7116,3311,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66958333336267,39.45041666667488]}"
7117,3309,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66875000002933,39.45041666667488]}"
7118,3312,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.667916666696,39.45041666667488]}"
7119,3313,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66708333336267,39.45041666667488]}"
7120,3295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66625000002934,39.45041666667488]}"
7121,3276,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.665416666696,39.45041666667488]}"
7122,3256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66458333336267,39.45041666667488]}"
7123,3239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66375000002934,39.45041666667488]}"
7124,3227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.662916666696,39.45041666667488]}"
7125,3227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66208333336267,39.45041666667488]}"
7126,3219,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66125000002934,39.45041666667488]}"
7127,3190,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66041666669601,39.45041666667488]}"
7128,3173,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65958333336268,39.45041666667488]}"
7129,3180,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65875000002934,39.45041666667488]}"
7130,3188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65791666669601,39.45041666667488]}"
7131,3199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65708333336268,39.45041666667488]}"
7132,3214,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65625000002933,39.45041666667488]}"
7133,3230,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.655416666696,39.45041666667488]}"
7134,3239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65458333336267,39.45041666667488]}"
7135,3225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65375000002933,39.45041666667488]}"
7136,3201,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.652916666696,39.45041666667488]}"
7137,3179,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65208333336267,39.45041666667488]}"
7138,3151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65125000002934,39.45041666667488]}"
7139,3125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.650416666696,39.45041666667488]}"
7140,3130,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64958333336267,39.45041666667488]}"
7141,3159,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64875000002934,39.45041666667488]}"
7142,3188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.647916666696,39.45041666667488]}"
7143,3204,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64708333336267,39.45041666667488]}"
7144,3205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64625000002934,39.45041666667488]}"
7145,3202,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64541666669601,39.45041666667488]}"
7146,3209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64458333336268,39.45041666667488]}"
7147,3226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64375000002934,39.45041666667488]}"
7148,3248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64291666669601,39.45041666667488]}"
7149,3268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64208333336268,39.45041666667488]}"
7150,3286,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64125000002934,39.45041666667488]}"
